alcohol,total sulfur dioxide,volatile acidity,fixed acidity,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,citric acid,density
9.8,166.0,0.31,6.9,1.2,0.024,20.0,3.05,0.54,0.32,0.99208
10.55,106.0,0.315,5.8,19.4,0.031,28.0,2.97,0.4,0.19,0.99704
10.3,163.0,0.3,7.4,5.2,0.053,45.0,3.12,0.45,0.3,0.9941
10.5,105.0,0.22,7.9,3.8,0.042,26.0,3.1,0.39,0.49,0.993
9.5,166.0,0.33,7.1,6.3,0.094,27.0,2.9,0.49,0.18,0.99474
9.3,245.0,0.21,6.2,6.8,0.036,64.0,3.06,0.36,0.38,0.9951
12.3,98.0,0.19,6.9,1.6,0.039,27.0,3.09,0.46,0.33,0.9898
11.4,80.0,0.265,8.6,1.2,0.034,15.0,2.95,0.36,0.36,0.9913
9.5,201.0,0.22,8.0,10.4,0.043,63.0,3.11,0.53,0.32,0.997
12.5,85.0,0.28,5.5,1.6,0.032,23.0,3.42,0.42,0.21,0.99027
9.5,67.0,0.16,9.4,1.6,0.042,14.0,3.07,0.32,0.23,0.9942
9.4,168.0,0.2,6.6,4.4,0.184,35.0,2.93,0.45,0.14,0.99396
10.0,118.0,0.18,7.8,13.6,0.052,38.0,3.15,0.5,0.46,0.998
10.8,114.0,0.16,6.8,1.8,0.046,31.0,3.27,0.55,0.18,0.99226
9.1,176.0,0.16,9.4,1.4,0.042,26.0,3.15,0.46,0.3,0.9954
9.5,175.0,0.25,5.8,11.1,0.056,45.0,3.42,0.43,0.28,0.99755
9.6,117.0,0.28,7.7,15.3,0.056,31.0,3.27,0.5,0.35,0.9998
11.9,180.0,0.29,4.8,1.1,0.044,38.0,3.28,0.34,0.23,0.98924
11.6,166.0,0.34,7.0,10.3,0.041,51.0,3.08,0.35,0.26,0.99382
11.5,107.0,0.21,6.8,7.0,0.038,27.0,2.98,0.82,0.37,0.99206
11.3,153.0,0.255,5.0,2.7,0.043,46.0,3.75,0.76,0.22,0.99238
11.75,130.0,0.4,5.3,3.9,0.031,45.0,3.31,0.58,0.25,0.99072
10.9,92.0,0.24,7.2,1.9,0.032,30.0,3.1,0.39,0.28,0.9914
10.0,101.0,0.24,5.0,5.0,0.043,17.0,3.67,0.57,0.19,0.99438
12.6,124.0,0.26,6.4,6.4,0.04,27.0,3.22,0.49,0.24,0.9903
11.2,128.0,0.24,5.2,3.8,0.027,21.0,3.55,0.49,0.45,0.992
12.6,73.0,0.36,6.2,3.2,0.032,13.0,2.9,0.69,0.27,0.98942
10.7,128.0,0.29,7.1,7.8,0.036,49.0,3.21,0.4,0.34,0.99397
11.4,153.0,0.16,6.7,2.5,0.046,40.0,3.38,0.51,0.28,0.9921
11.2,136.0,0.29,5.8,10.7,0.038,49.0,3.11,0.59,0.38,0.99366
10.3,199.0,0.27,7.0,3.9,0.059,28.0,3.54,0.59,0.29,0.9961
10.0,185.0,0.25,8.0,9.0,0.044,31.0,3.34,0.49,0.49,0.998
8.9,198.0,0.24,7.4,14.0,0.066,48.0,2.89,0.42,0.42,0.9979
10.9,150.0,0.17,6.1,4.5,0.033,46.0,3.43,0.49,0.28,0.9933
8.7,147.0,0.31,7.4,10.7,0.039,51.0,3.02,0.43,0.74,0.9977
9.6,182.0,0.29,7.2,18.15,0.047,59.0,3.09,0.52,0.53,0.9992
10.0,144.0,0.37,6.6,1.4,0.048,58.0,3.17,0.38,0.07,0.9922
9.7,203.0,0.24,6.5,7.6,0.038,48.0,3.45,0.54,0.32,0.9958
10.8,87.0,0.41,6.1,1.6,0.063,36.0,3.27,0.67,0.0,0.9914
10.8,131.0,0.22,6.9,6.3,0.029,41.0,3.08,0.49,0.31,0.99326
11.0,114.0,0.26,5.8,1.2,0.031,40.0,3.42,0.4,0.18,0.9908
10.4,109.0,0.22,5.8,1.5,0.024,21.0,3.37,0.58,0.25,0.99234
9.4,106.0,0.25,5.7,12.5,0.049,52.5,3.08,0.45,0.26,0.99691
9.6,131.0,0.145,7.1,4.6,0.05,33.0,3.28,0.4,0.33,0.9942
10.4,151.0,0.54,7.6,2.0,0.029,13.0,3.04,0.33,0.23,0.9931
9.7,153.0,0.28,7.9,4.9,0.058,31.0,3.27,0.51,0.41,0.9966
8.4,113.0,0.31,6.2,3.3,0.052,34.0,3.16,0.48,0.23,0.99429
10.0,219.5,0.32,6.6,2.5,0.052,40.0,3.15,0.6,0.33,0.99316
8.9,84.0,0.365,7.1,1.2,0.055,24.0,3.15,0.43,0.14,0.9941
13.2,90.0,0.4,7.3,5.45,0.016,26.0,2.84,0.54,0.26,0.98951
9.8,230.0,0.34,8.1,7.5,0.04,70.0,3.14,0.55,0.28,0.99558
10.3,158.0,0.25,6.3,6.6,0.054,40.0,3.2,0.48,0.27,0.99378
10.3,94.0,0.17,9.4,1.6,0.049,14.0,3.02,0.61,0.55,0.9949
10.8,106.0,0.24,7.7,1.3,0.047,33.0,3.22,0.55,0.31,0.993
12.9,76.0,0.38,9.0,2.1,0.102,19.0,2.93,0.57,0.53,0.99001
9.2,195.0,0.31,7.2,13.3,0.056,68.0,3.01,0.47,0.5,0.9982
10.8,143.0,0.16,6.8,10.4,0.046,59.0,3.2,0.4,0.29,0.99518
12.6,115.0,0.25,5.6,3.6,0.037,18.0,3.42,0.5,0.26,0.9904
10.5,110.0,0.33,6.4,1.1,0.038,30.0,3.12,0.42,0.28,0.9917
10.6,161.0,0.28,7.4,14.6,0.048,35.0,3.14,0.56,0.36,0.9968
8.7,197.0,0.32,7.3,13.7,0.05,49.0,3.2,0.46,0.23,0.9985
12.2,116.0,0.33,6.7,6.6,0.042,34.0,2.97,0.31,0.36,0.99123
8.6,123.0,0.22,6.8,4.9,0.092,30.0,3.03,0.46,0.24,0.9951
12.1,129.0,0.28,6.3,8.1,0.038,44.0,3.26,0.29,0.34,0.99248
11.7,109.0,0.24,5.8,3.5,0.029,5.0,3.53,0.43,0.44,0.9913
9.4,167.0,0.35,6.7,8.8,0.056,35.0,3.04,0.47,0.48,0.99628
8.8,125.0,0.21,6.5,17.6,0.045,34.0,3.2,0.47,0.51,0.99966
10.4,59.0,0.37,8.2,1.7,0.028,10.0,2.97,0.48,0.27,0.9923
10.5,122.0,0.25,7.1,2.4,0.042,25.0,3.43,0.61,0.3,0.994
10.1,140.0,0.18,8.2,8.5,0.035,41.0,3.04,0.37,0.28,0.9952
10.0,218.0,0.31,6.2,6.3,0.041,50.0,3.15,0.6,0.21,0.9941
9.0,150.0,0.21,6.2,13.1,0.05,59.0,3.31,0.46,0.26,0.99772
12.4,85.0,0.36,6.6,1.6,0.021,24.0,3.41,0.61,0.29,0.98965
11.5,129.0,0.25,8.1,3.8,0.051,18.0,3.21,0.38,0.38,0.9928
11.3,78.0,0.17,6.6,2.6,0.03,33.0,3.22,0.72,0.35,0.99146
9.7,123.0,0.23,11.8,11.1,0.034,15.0,2.93,0.55,0.38,0.9997
9.2,166.0,0.23,7.6,15.3,0.067,32.0,3.03,0.44,0.26,0.9986
12.0,80.0,0.21,6.15,3.2,0.021,20.0,3.39,0.47,0.37,0.99076
10.8,122.0,0.22,8.4,1.3,0.038,45.0,3.13,0.54,0.3,0.99178
9.0,97.0,0.595,6.4,5.2,0.058,15.0,3.38,0.36,0.14,0.9951
8.7,171.0,0.34,6.2,12.1,0.059,33.0,3.14,0.56,0.25,0.99769
11.7,98.0,0.28,6.9,1.2,0.039,16.0,3.07,0.39,0.33,0.9904
11.8,101.0,0.19,6.5,4.9,0.037,13.0,3.17,0.41,0.27,0.9916
12.1,132.0,0.24,8.9,15.75,0.035,16.0,3.0,0.37,0.33,0.996
10.6,150.0,0.28,6.3,11.5,0.036,27.0,3.0,0.33,0.22,0.99445
10.8,124.0,0.3,6.6,8.0,0.036,21.0,3.06,0.38,0.25,0.99362
9.1,138.0,0.35,5.9,2.2,0.11,14.0,3.09,0.5,0.47,0.9932
12.7,110.0,0.27,7.6,2.6,0.044,29.0,3.31,0.51,0.42,0.9912
10.4,111.0,0.26,6.2,8.0,0.047,35.0,3.11,0.42,0.2,0.99445
10.4,152.0,0.2,10.0,1.4,0.05,19.0,3.0,0.42,0.39,0.994
9.6,99.0,0.48,6.3,1.1,0.046,30.0,3.24,0.36,0.04,0.9928
9.2,121.0,0.27,7.0,1.3,0.173,34.0,3.04,0.46,0.74,0.99334
10.8,106.0,0.2,6.8,6.2,0.052,22.0,3.09,0.54,0.25,0.9935
8.6,163.0,0.22,8.0,14.6,0.044,45.0,3.21,0.69,0.42,1.0003
11.0,129.0,0.22,8.1,1.5,0.044,28.0,3.22,0.45,0.43,0.9938
9.8,208.0,0.28,7.8,2.1,0.046,28.0,3.23,0.64,0.31,0.99434
10.8,136.0,0.32,6.1,1.7,0.034,37.0,3.47,0.5,0.25,0.992
10.4,136.0,0.24,6.9,1.3,0.063,18.0,3.31,0.48,0.39,0.9928
12.7,142.0,0.21,5.9,1.8,0.033,45.0,3.35,0.5,0.31,0.98984
11.4,133.0,0.24,6.4,2.0,0.046,30.0,3.12,0.54,0.23,0.9908
9.3,126.0,0.33,8.3,9.2,0.046,22.0,3.38,0.47,0.43,0.9982
11.2,105.0,0.23,6.3,1.5,0.036,15.0,3.32,0.42,0.33,0.991
9.0,197.0,0.45,5.7,1.1,0.051,61.0,3.02,0.4,0.42,0.9932
11.5,92.0,0.28,6.2,1.0,0.043,50.0,3.17,0.36,0.57,0.99004
11.1,147.0,0.25,6.4,4.5,0.039,41.0,3.18,0.4,0.37,0.9921
12.2,99.0,0.29,7.1,1.2,0.031,32.0,3.07,0.33,0.49,0.9893
10.2,107.0,0.18,8.6,1.1,0.04,20.0,2.94,0.32,0.4,0.9923
12.4,132.0,0.29,5.4,1.2,0.029,31.0,3.28,0.36,0.38,0.98895
10.4,168.0,0.21,7.0,5.1,0.048,38.0,3.34,0.49,0.22,0.9945
11.8,111.0,0.22,6.1,1.85,0.031,25.0,3.03,0.3,0.4,0.98966
8.8,259.0,0.4,6.1,9.0,0.051,28.5,3.19,0.5,0.18,0.9964
9.0,244.0,0.27,6.2,7.8,0.056,48.0,3.1,0.51,0.43,0.9956
9.3,183.0,0.26,6.6,6.9,0.047,59.0,3.2,0.45,0.46,0.99594
9.3,146.0,0.68,6.4,3.4,0.069,25.0,3.18,0.4,0.26,0.99347
10.8,131.0,0.45,6.4,1.1,0.03,10.0,2.97,0.28,0.07,0.9905
10.2,128.0,0.44,5.0,18.6,0.039,38.0,3.37,0.57,0.04,0.9985
10.4,187.0,0.16,6.7,2.4,0.046,57.0,3.62,0.81,0.49,0.9952
12.3333333333333,73.0,0.305,5.1,1.75,0.036,17.0,3.4,0.51,0.13,0.99
11.5,72.0,0.46,6.5,5.0,0.027,15.0,3.26,0.6,0.31,0.99165
9.4,113.0,0.18,5.4,4.8,0.041,30.0,3.42,0.4,0.24,0.99445
10.2,77.0,0.31,6.3,2.2,0.045,20.0,3.3,0.43,0.34,0.9927
12.0,148.0,0.4,7.5,19.5,0.041,33.0,3.24,0.38,1.0,0.9977
10.1,113.0,0.12,6.7,5.2,0.048,38.0,3.33,0.44,0.3,0.99352
9.4,162.0,0.12,7.1,9.6,0.054,64.0,3.4,0.41,0.32,0.9962
10.4,150.0,0.26,6.0,1.3,0.053,66.0,3.21,0.62,0.24,0.9924
12.4,101.0,0.485,8.6,4.1,0.026,19.0,3.01,0.38,0.29,0.9918
10.5,110.0,0.18,6.9,6.5,0.039,20.0,3.1,0.42,0.38,0.9943
13.5,118.0,0.36,7.1,1.95,0.033,26.0,3.2,0.45,0.4,0.98934
11.4,78.0,0.19,7.1,3.6,0.033,16.0,2.91,0.78,0.28,0.993
9.0,184.0,0.22,6.2,20.8,0.035,58.0,3.11,0.53,0.2,1.00022
10.5,154.0,0.41,5.6,7.1,0.05,44.0,3.3,0.4,0.22,0.9931
9.6,272.0,0.255,6.2,1.7,0.039,138.5,3.53,0.53,0.24,0.99452
11.4,129.0,0.2,6.1,1.6,0.048,46.0,3.3,0.43,0.17,0.991
9.1,177.0,0.56,7.6,10.4,0.096,22.0,3.32,0.45,0.12,0.9983
10.9,192.0,0.34,7.7,8.0,0.048,25.0,2.97,0.47,0.3,0.9951
12.6,95.0,0.29,6.4,3.2,0.037,31.0,2.9,0.66,0.24,0.98942
9.3,162.0,0.15,6.5,5.9,0.045,75.0,2.97,0.4,0.55,0.99482
9.0,246.0,0.39,6.0,12.0,0.046,65.0,3.15,0.38,0.17,0.9976
10.5,157.0,0.18,7.1,1.4,0.045,47.0,2.95,0.31,0.42,0.9916
9.4,131.0,0.32,8.9,1.6,0.05,17.0,3.13,0.34,0.49,0.9956
9.7,172.0,0.26,6.3,7.2,0.039,38.0,3.49,0.64,0.24,0.9958
12.1,121.0,0.28,6.5,3.6,0.04,29.0,3.28,0.48,0.34,0.99111
10.6,111.0,0.3,7.2,8.7,0.022,14.0,3.11,0.61,0.3,0.99576
10.1,151.0,0.22,6.4,7.5,0.054,42.0,3.27,0.52,0.49,0.9948
11.3,153.0,0.36,5.8,3.3,0.038,40.0,3.34,0.55,0.26,0.9911
11.9,198.0,0.3,7.8,4.6,0.024,20.0,3.06,0.66,0.36,0.99222
9.5,202.0,0.26,6.7,4.1,0.073,36.0,3.3,0.67,0.26,0.9956
11.0,251.0,0.33,7.0,9.9,0.042,21.0,3.01,0.55,0.78,0.99435
12.0,153.0,0.49,7.4,15.1,0.03,34.0,3.13,0.51,0.24,0.9953
10.8,92.0,0.28,7.4,11.9,0.032,13.0,3.01,0.46,0.4,0.99629
9.2,150.0,0.34,6.9,11.2,0.069,44.0,3.0,0.81,0.74,0.9968
10.4,106.0,0.26,7.6,1.6,0.032,6.0,3.15,0.4,0.36,0.993
10.4,139.0,0.26,5.9,1.3,0.047,12.0,3.45,0.53,0.4,0.9945
13.6,93.0,0.3,5.3,1.2,0.029,25.0,3.31,0.4,0.3,0.98742
9.0,107.0,0.53,7.0,1.0,0.036,39.0,3.2,0.32,0.02,0.993
11.3,171.0,0.34,7.4,1.1,0.033,17.0,3.12,0.53,0.42,0.9917
13.5,93.0,0.22,6.3,5.0,0.032,36.0,3.27,0.36,0.34,0.99012
10.1,124.0,0.36,6.6,1.4,0.145,26.0,3.09,0.56,0.47,0.99274
10.0,160.0,0.38,7.4,7.5,0.041,24.0,3.17,0.43,0.27,0.99535
10.6,76.0,0.22,7.0,2.1,0.052,15.0,3.2,0.41,0.33,0.993
8.9,179.0,0.27,7.7,12.0,0.046,64.0,3.07,0.46,0.61,0.9982
9.2,168.0,0.22,6.5,6.8,0.042,33.0,3.12,0.36,0.72,0.9958
11.0,114.0,0.23,6.9,8.0,0.03,30.0,3.22,0.54,0.41,0.99368
11.0,143.0,0.28,6.3,6.8,0.051,40.0,3.43,0.59,0.29,0.99374
10.0,180.0,0.19,8.1,0.9,0.037,73.0,3.06,0.34,0.4,0.9926
12.3,115.0,0.28,8.0,8.4,0.03,35.0,2.93,0.42,0.3,0.99192
9.8,140.0,0.36,7.1,1.6,0.271,24.0,3.11,0.63,0.2,0.99356
11.8,107.0,0.17,6.3,2.8,0.028,45.0,3.27,0.43,0.42,0.9908
10.1,112.0,0.28,9.1,2.0,0.059,10.0,3.15,0.46,0.49,0.9958
11.2,139.0,0.28,8.3,7.8,0.059,32.0,3.33,0.77,0.45,0.9972
12.6,81.0,0.33,6.4,4.0,0.04,24.0,3.26,0.64,0.28,0.9903
10.4,70.0,0.17,5.8,1.3,0.036,11.0,3.43,0.68,0.36,0.99202
10.1,121.0,0.25,8.1,10.1,0.05,30.0,3.17,0.49,0.34,0.99724
12.6,72.0,0.46,5.6,4.8,0.042,24.0,3.29,0.37,0.24,0.9908
8.7,247.0,0.24,6.8,19.3,0.057,55.0,3.0,0.56,0.49,1.00055
9.0,126.0,0.34,6.0,5.4,0.06,23.0,3.25,0.44,0.24,0.9951
11.1,75.0,0.18,6.0,1.4,0.036,14.0,3.34,0.58,0.31,0.99085
12.0,91.0,0.32,6.5,5.7,0.044,27.0,3.28,0.6,0.34,0.99184
10.5,93.0,0.26,5.6,11.4,0.029,25.0,3.23,0.49,0.5,0.99428
10.9,110.0,0.29,7.4,1.7,0.035,23.0,3.07,0.38,0.31,0.9926
10.5,92.0,0.15,7.3,2.0,0.05,24.0,3.14,0.45,0.4,0.9932
11.3,92.0,0.19,6.0,1.2,0.046,29.0,3.22,0.53,0.29,0.99033
10.4,221.0,0.21,7.0,8.6,0.045,37.0,3.25,0.54,0.28,0.9954
12.7,111.0,0.23,6.0,1.3,0.025,23.0,3.36,0.37,0.34,0.98961
9.2,163.0,0.32,7.6,16.75,0.05,43.0,3.15,0.54,0.58,0.9999
11.2,173.0,0.16,7.7,1.7,0.048,60.0,3.24,0.66,0.41,0.9932
12.4,96.0,0.33,8.3,1.15,0.033,18.0,3.2,0.32,0.42,0.9911
9.6,149.0,0.37,6.7,6.3,0.061,22.0,3.16,0.47,0.41,0.9953
11.4,128.0,0.22,6.8,0.9,0.052,26.0,3.25,0.35,0.49,0.991
12.6,93.0,0.44,7.9,5.85,0.033,27.0,3.16,0.54,0.37,0.992
8.5,182.0,0.59,9.1,1.6,0.066,34.0,3.23,0.38,0.38,0.9968
9.3,150.0,0.245,5.7,1.1,0.049,28.0,3.13,0.42,0.33,0.9927
10.4,134.0,0.33,6.2,4.9,0.036,30.0,3.2,0.42,0.27,0.9927
10.5,131.0,0.16,6.7,2.0,0.045,24.0,3.3,0.59,0.36,0.99284
9.2,190.0,0.43,8.0,12.4,0.168,29.0,3.07,0.64,0.4,0.9991
9.1,188.0,0.3,7.2,8.1,0.05,40.0,3.15,0.49,0.3,0.99652
12.1,119.0,0.3,7.7,1.2,0.048,4.0,3.18,0.34,0.34,0.99084
9.2,108.0,0.35,6.1,1.4,0.069,22.0,3.23,0.52,0.07,0.9934
10.0,101.0,0.15,7.5,1.8,0.054,19.0,3.24,0.44,0.38,0.9946
9.3,119.0,0.3,7.6,10.6,0.039,31.0,3.27,0.3,0.27,0.99815
12.0,133.0,0.39,6.8,7.4,0.02,38.0,3.18,0.44,0.34,0.99212
10.4,182.0,0.3,6.0,1.5,0.046,15.0,3.5,0.52,0.44,0.99455
12.0,135.0,0.34,5.9,3.8,0.035,57.0,3.09,0.34,0.3,0.99016
11.1,111.0,0.13,7.2,1.3,0.044,48.0,2.97,0.45,0.46,0.99127
8.8,163.0,0.17,6.5,8.5,0.082,64.0,2.89,0.39,0.54,0.9959
9.5,110.0,0.185,5.4,7.1,0.048,36.0,3.26,0.41,0.19,0.99438
9.9,71.0,0.18,7.1,1.3,0.041,20.0,3.04,0.74,0.26,0.9926
9.2,220.0,0.61,8.0,12.1,0.301,24.0,2.94,0.48,0.38,0.9993
8.9,126.0,0.21,6.3,10.0,0.081,34.0,2.95,0.46,0.58,0.9962
12.2,141.0,0.26,8.3,2.0,0.029,14.0,2.95,0.77,0.31,0.99077
12.3,135.0,0.33,6.9,7.7,0.04,29.0,3.11,0.57,0.31,0.99226
10.6,28.0,0.17,5.9,0.7,0.027,5.0,3.13,0.32,0.28,0.98985
13.3,92.0,0.36,6.2,4.0,0.036,44.0,3.2,0.5,0.32,0.98936
10.6,134.0,0.25,6.8,4.7,0.031,34.0,3.21,0.38,0.34,0.9927
11.7,138.0,0.2,7.4,1.9,0.035,39.0,3.17,0.44,0.33,0.991
9.9,144.0,0.33,6.3,5.8,0.04,24.0,3.15,0.63,0.2,0.99425
10.1,134.0,0.25,6.6,1.6,0.046,32.0,3.42,0.51,0.3,0.993
11.4,97.0,0.24,6.9,7.1,0.041,20.0,3.1,0.85,0.23,0.99246
9.3,128.0,0.36,6.0,1.4,0.066,27.0,3.26,0.55,0.06,0.9934
9.1,221.0,0.31,6.4,8.8,0.057,36.0,3.17,0.44,0.53,0.99642
10.0,216.0,0.26,7.9,15.15,0.04,38.0,2.96,0.6,0.41,0.9976
11.4,175.0,0.26,6.9,7.0,0.039,37.0,3.32,0.49,0.31,0.99376
9.5,196.0,0.27,6.4,8.3,0.05,52.0,3.18,0.48,0.45,0.9955
9.0,109.0,0.27,6.1,1.8,0.041,9.0,3.08,0.54,0.25,0.9929
10.4,111.0,0.27,5.7,9.0,0.053,32.0,3.36,0.37,0.16,0.99474
10.0,147.0,0.26,7.4,9.4,0.047,42.0,3.46,0.72,0.37,0.9982
10.9,102.0,0.21,6.6,2.3,0.041,31.0,3.22,0.58,0.39,0.99221
9.9,24.0,0.13,8.9,1.0,0.028,6.0,2.91,0.32,0.49,0.9926
9.7,173.0,0.51,7.9,6.2,0.051,30.0,3.09,0.53,0.36,0.9984
12.2,133.0,0.25,6.8,14.0,0.032,47.0,3.37,0.5,0.34,0.9952
12.0,154.0,0.3,8.2,12.4,0.043,52.0,3.04,0.33,0.44,0.99452
10.4,148.0,0.21,5.1,1.4,0.047,48.0,3.5,0.49,0.28,0.99168
9.6,112.0,0.21,7.3,10.9,0.037,18.0,3.4,0.5,0.3,0.997
9.0,222.0,0.46,6.5,16.8,0.084,59.0,3.18,0.58,0.41,0.9993
10.9,195.0,0.26,7.8,1.9,0.051,52.0,3.23,0.5,0.27,0.9928
10.4,118.0,0.23,6.3,6.9,0.052,23.0,3.23,0.46,0.33,0.9938
10.5,114.0,0.26,7.2,10.4,0.062,23.0,3.23,0.49,0.32,0.9966
9.5,163.0,0.24,6.4,11.5,0.05,34.0,3.31,0.45,0.28,0.9969
12.9,95.0,0.24,5.9,1.3,0.032,36.0,3.08,0.64,0.28,0.98889
10.0,148.0,0.28,8.1,1.0,0.04,32.0,3.13,0.41,0.49,0.9936
10.2,135.0,0.26,5.6,1.4,0.034,18.0,3.32,0.35,0.18,0.99174
10.8,162.0,0.31,6.1,2.8,0.042,59.5,3.27,0.47,0.34,0.99179
9.4,200.0,0.27,6.8,7.3,0.054,58.0,3.12,0.49,0.42,0.99556
11.0,124.0,0.33,5.0,4.6,0.032,40.0,3.18,0.4,0.18,0.99114
10.3,119.0,0.29,9.4,2.2,0.05,17.0,3.12,0.69,0.55,0.9962
12.5,133.0,0.34,5.2,6.2,0.031,42.0,3.25,0.41,0.37,0.99076
10.6,105.0,0.18,7.4,1.3,0.048,26.0,3.52,0.66,0.27,0.994
11.0,217.5,0.23,6.4,1.15,0.044,15.5,3.33,0.44,0.33,0.992
10.6,128.0,0.64,7.1,1.8,0.05,17.0,3.31,0.58,0.49,0.9946
9.1,196.0,0.22,6.5,8.0,0.053,52.0,3.23,0.48,0.45,0.9959
10.6,178.0,0.29,7.7,2.3,0.049,36.0,3.17,0.64,0.48,0.9931
11.8,132.0,0.2,5.9,12.8,0.038,29.0,3.31,0.57,0.28,0.99426
10.4,150.0,0.32,7.4,11.7,0.035,44.0,3.1,0.45,0.22,0.99578
9.4,155.0,0.27,6.3,5.8,0.038,52.0,3.28,0.38,0.25,0.995
9.9,198.0,0.36,6.1,6.4,0.037,36.0,3.17,0.62,0.16,0.9944
12.6,122.0,0.42,7.3,6.8,0.045,29.0,3.19,0.37,0.38,0.9925
9.0,194.0,0.23,7.2,14.3,0.058,55.0,3.09,0.44,0.38,0.9979
11.45,132.0,0.32,6.1,6.6,0.021,29.0,3.15,0.36,0.28,0.99188
9.1,158.0,0.18,7.1,15.25,0.047,45.0,3.34,0.77,0.39,0.99946
12.4,125.0,0.16,6.7,1.3,0.036,45.0,3.19,0.51,0.37,0.98964
11.3,141.0,0.28,5.7,1.2,0.052,39.0,3.44,0.69,0.35,0.99108
10.9,128.0,0.3,7.4,1.7,0.03,23.0,3.17,0.66,0.32,0.9929
11.8,98.0,0.13,4.8,1.2,0.042,40.0,3.42,0.64,0.32,0.9898
10.4,171.0,0.23,6.7,11.2,0.047,52.0,3.54,0.74,0.42,0.99758
10.0,170.0,0.24,6.0,1.9,0.048,40.0,3.64,0.54,0.27,0.9938
9.5,152.0,0.22,6.2,12.4,0.054,108.0,3.1,0.47,0.3,0.99728
10.0,168.0,0.27,6.8,1.3,0.04,87.0,3.18,0.41,0.12,0.992
10.1,185.0,0.3,6.2,1.2,0.052,32.0,3.28,0.44,0.32,0.99266
11.7,68.0,0.2,6.8,1.2,0.034,19.0,3.14,0.37,0.27,0.9902
9.8,169.0,0.25,6.7,19.4,0.054,44.0,3.51,0.45,0.74,1.0004
10.7,93.0,0.25,7.4,6.9,0.02,14.0,3.0,0.48,0.37,0.9939
9.5,166.0,0.26,6.5,16.5,0.045,44.0,3.38,0.46,0.32,1.0
12.8,99.0,0.44,6.7,4.3,0.032,19.0,3.26,0.53,0.22,0.99015
10.0,101.0,0.2,7.2,1.6,0.044,17.0,3.37,0.53,0.22,0.99471
12.5,95.0,0.24,7.2,1.2,0.037,11.0,2.96,0.36,0.3,0.98914
10.7,142.0,0.28,7.3,1.2,0.033,29.0,3.17,0.43,0.42,0.99205
11.3,56.0,0.3,5.9,1.1,0.036,23.0,3.19,0.38,0.29,0.9904
11.1,78.0,0.18,8.6,0.8,0.032,25.0,2.99,0.38,0.28,0.99104
9.5,109.0,0.085,6.6,1.4,0.036,17.0,3.27,0.61,0.33,0.99306
9.2,238.0,0.5,6.7,13.4,0.078,81.0,3.08,0.44,0.63,0.9988
11.6,97.0,0.26,7.1,5.9,0.037,39.0,3.31,0.4,0.32,0.9934
12.0,83.0,0.22,6.6,1.4,0.05,23.0,3.17,0.48,0.35,0.99019
11.2,131.0,0.12,6.6,1.4,0.039,21.0,3.2,0.45,0.25,0.99114
10.4,129.0,0.26,7.5,1.7,0.038,29.0,3.45,0.56,0.25,0.99312
10.8,84.0,0.445,7.8,1.0,0.04,8.0,3.25,0.43,0.56,0.9938
9.1,167.0,0.19,6.9,19.25,0.043,38.0,2.93,0.52,0.31,0.99954
8.9,177.0,0.28,7.7,12.1,0.046,60.0,3.08,0.46,0.58,0.9983
8.6,114.0,0.27,6.5,4.2,0.046,6.0,3.25,0.35,0.19,0.9955
9.5,212.0,0.27,6.3,11.75,0.037,61.0,3.25,0.53,0.46,0.9971
12.4,107.0,0.24,9.0,1.2,0.048,26.0,3.21,0.34,0.5,0.9918
11.6,136.0,0.2,7.0,2.1,0.049,12.0,3.25,0.46,0.34,0.9922
11.4,173.0,0.26,7.3,1.6,0.04,39.0,3.19,0.51,0.31,0.9918
9.3,170.0,0.27,5.8,12.3,0.045,55.0,3.28,0.42,0.27,0.9972
10.7,148.0,0.28,7.3,1.6,0.054,31.0,3.18,0.47,0.35,0.99178
9.5,210.0,0.33,7.4,15.6,0.049,67.0,3.06,0.68,0.26,0.99907
9.3,104.0,0.15,7.1,5.3,0.034,33.0,3.37,0.52,0.34,0.9953
11.4,147.0,0.16,6.6,1.8,0.05,40.0,3.06,0.44,0.29,0.9912
9.2,30.0,0.29,5.8,0.8,0.038,11.0,3.36,0.35,0.05,0.9924
9.2,141.0,0.22,7.9,14.2,0.038,53.0,3.03,0.46,0.45,0.9992
11.0,113.0,0.16,6.4,1.0,0.036,29.0,3.18,0.52,0.42,0.9908
11.5,146.0,0.38,6.8,9.9,0.037,40.0,3.11,0.37,0.29,0.99326
9.4,127.0,0.12,7.0,4.9,0.055,27.0,3.29,0.41,0.19,0.9953
10.6,122.0,0.45,6.8,26.05,0.031,27.0,3.06,0.42,0.28,1.00295
9.1,160.0,0.35,6.4,1.1,0.055,9.0,3.42,0.5,0.28,0.99405
11.6,73.0,0.31,9.0,6.6,0.043,11.0,2.9,0.38,0.48,0.9938
9.3,181.0,0.3,7.0,14.9,0.032,60.0,3.18,0.61,0.38,0.9983
12.8,140.0,0.29,6.3,3.3,0.037,32.0,3.17,0.36,0.29,0.9895
8.9,219.0,0.32,6.9,7.6,0.042,69.0,3.13,0.4,0.17,0.9959
10.5,119.0,0.17,5.9,1.4,0.042,25.0,3.68,0.72,0.3,0.9931
11.3,178.0,0.3,7.2,1.5,0.041,46.0,3.19,0.56,0.26,0.99154
